kana,meaning,explain,example,example_explain
か,32 「か」表示“咔咔”的声音，拟声词,"か主要表示“交叉，覆盖”（两件事物交叉后，一定有互相覆盖的部分）。词根25~28都由此扩展而来。
熟词联想 かさ「傘」：雨伞。古代没有雨伞，「かさ」本义为“斗笠”，即在头上戴一顶帽子防雨。",▶ こうむる「被る」 ③（他五）：蒙受，遭受；承蒙,"解 与「かぶる」同源，か→こう，ぶ→む。本义也是“上方覆盖一件事物”。
例 津つ 波なみ で被ひ 害がい を被こうむ る。/因海啸而遭受损失。"
か,32 「か」表示“咔咔”的声音，拟声词,"か主要表示“交叉，覆盖”（两件事物交叉后，一定有互相覆盖的部分）。词根25~28都由此扩展而来。
熟词联想 かさ「傘」：雨伞。古代没有雨伞，「かさ」本义为“斗笠”，即在头上戴一顶帽子防雨。",▶ かね「金·鐘」 ⓪（名）：金属；金钱；钟,"解 か→打铁时的声音，ね→練ね る→凝结→打铁时要使金属凝结。
派 本义为“金属”。1. 金属（本义）；2. 金钱（过去的钱是金属所制）；3. 钟（钟是金属所制）。
例 お金かね がほしい。/想要金钱。
鐘かね を鳴な らす/敲钟"
か,32 「か」表示“咔咔”的声音，拟声词,"か主要表示“交叉，覆盖”（两件事物交叉后，一定有互相覆盖的部分）。词根25~28都由此扩展而来。
熟词联想 かさ「傘」：雨伞。古代没有雨伞，「かさ」本义为“斗笠”，即在头上戴一顶帽子防雨。",▶ かむ「噛む」 ①（他五）：咬；咀嚼,"解 か→咀嚼食物时发出的声音，む→关闭状。
例 よく噛か んで食た べる。/细嚼慢咽。"
か,32 「か」表示“咔咔”的声音，拟声词,"か主要表示“交叉，覆盖”（两件事物交叉后，一定有互相覆盖的部分）。词根25~28都由此扩展而来。
熟词联想 かさ「傘」：雨伞。古代没有雨伞，「かさ」本义为“斗笠”，即在头上戴一顶帽子防雨。",▶ かもす「醸す」 ②（他五）：酿造；造成,"解 派生自「噛か む」，古代酿酒前要先嚼一嚼米，促进其发酵，电影『君の名は。』中有类似情节。
例 米こめ で酒さけ を醸かも す。/用米酿酒。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きる「切る·伐る·斬る·截る」 ①（他五）：切；砍；完结；减少到某一数值以下,"派 本义为“切断”。1. 切断（本义）；2. 完结，用完（切断→完结）；3. 减少到某一数值以下（切断→打破某一数值）。
例 髪かみ を切き る/剪发
使つか い切き る/用完
失しつ 業ぎょう 率りつ が五ご パーセントを切き った。/失业率低于百分之五。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きれる「切れる」 ②（自一）：断开；用光；期满，到期,"解 「切き る」的自动词。
例 電でん 池ち が切き れた。/电池没电了。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ かる「刈る」 ⓪（他五）：割掉；修剪,"解 か→き→切。切→割掉；修剪。
例 草くさ を刈か る/割草"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ かる「狩る」 ⓪①（他五）：狩猎；搜寻,"解 か→き→切。切割→收割猎物→打猎。
例 ウサギとイノシシを狩か る。/打兔子和野猪。
拓 かり「狩り」：打猎"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ ころす「殺す」 ⓪（他五）：杀死，弄死,"解 ころ→切き る，切→杀死，す→他动词后缀。
例 鶏にわとり を殺ころ したことはない。/我没有杀过鸡。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きっちり 」③（副·自サ）：紧紧地；整整齐齐地；正好,"解 き→切，ち→齐（联想法）。好像切过一样→整齐。
例 いまきっちり五ご 時じ だ。/现在正好五点。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きっぱり 」③（副·自サ）：断然；干脆,"解 き→切→断→断然。
例 きっぱりと断ことわ る。/断然地拒绝。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きらう「嫌う」 ⓪（他五）：讨厌，厌恶,"解 派生自「切き る」，切断→讨厌→割舍掉讨厌的东西。
例 彼かれ はみんなに嫌きら われる。/他被大家讨厌。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きず「傷」 ⓪（名）：伤口；缺陷，毛病,"解 き→切、砍→伤口。
例 試し 合あい で傷きず を負お う。/在比赛中负伤。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きし「岸」 ②（名）：岸边,"解 き→切，し→水（「し」来自流水声）。切断水的地方→海岸。
例 海うみ の岸きし を散さん 歩ぽ する。/沿着海岸散步。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きざむ「刻む」 ⓪（他五）：切碎；雕刻；铭刻,"解 き→切，ざ→切割物体时发出的声音。
例 人にん 参じん と白はく 菜さい を刻きざ む。/把胡萝卜和白菜切碎。
文も 字じ を刻きざ む/刻上文字"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ ぎりぎり ⓪（名）：极限，最大限度,"解 来自于「きる」→切断、完结→极限。
例 時じ 間かん ぎりぎりで間ま に合あ う。/时间刚刚好来得及。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きっかけ ⓪（名）：契机；起首，开端,"解 きる→切，かけ→覆盖，一刀切上去→契机，开端。
例 日に 本ほん 語ご を習なら うきっかけは何なん ですか。/你学习日语的契机是什么？"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きっと ⓪（副）：一定,"解 き→切→斩钉截铁→一定，と→常见副词后缀。
例 君きみ はきっと成せい 功こう する。/你一定会成功。"
き,33 「き」表示“切断”,熟词联想 きる「切る」：切断,▶ きめる「決める」 ⓪（他一）：决定，决断,"解 き→切→斩钉截铁→决定，める→他动词后缀。
例 目標もくひょう を決き める/决定目标"
き,34 「き」来自于汉语词「気」，多表示心情,熟词联想 きる「切る」：切断,▶ きまる「決まる」 ⓪（自五）：决定；规定,"解 「決き める」的自动词。
例 旅りょ 行こう の日にっ 程てい が決き まった。/旅行的日程定好了。"
き,34 「き」来自于汉语词「気」，多表示心情,熟词联想 きる「切る」：切断,▶ きよい「清い」 ②（形）：清澈的；纯洁的；清爽的,"解 き→气→心情，よい→好的。心情好→清澈，纯洁。
例 この湖みずうみ の水みず は清きよ い。/这个湖里的水很清澈。"
き,34 「き」来自于汉语词「気」，多表示心情,熟词联想 きる「切る」：切断,▶ きよらか「清らか」 ②（形动）：清澈的；纯洁的；清爽的,"解 きよ→清，らか→形容动词后缀。
例 朝あさ の空くう 気き は清きよ らかだ。/早上的空气很清新。"
き,34 「き」来自于汉语词「気」，多表示心情,熟词联想 きる「切る」：切断,▶ きずな「絆」 ⓪（名）：羁绊；纽带,"解 き→气→心情，感情，ずな→綱つな →绳子。连接人们心情的绳索→羁绊。
例 親おや 子こ の絆きずな が深ふか い。/父母和子女之间的羁绊很深。"
き,34 「き」来自于汉语词「気」，多表示心情,熟词联想 きる「切る」：切断,▶ きざし「兆し」 ⓪（名）：兆头,"解 き→气，ざし→指さ す→指。气的指向→兆头。
例 春はる の兆きざ しが見み えてきた。/已经能感受到春天的气息了。"
く,35 「く」表示“腐烂”。以“く＋さ行假名”“く＋た行假名”为代表,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くそ「糞」 ②（名）：粪便；该死的，臭（多用于脏话）,"解 く→腐烂。排泄物和腐烂的物体一样臭。
例 このくそばば、二に 度ど と来く るな！/这个臭老太婆，别再来了！"
く,35 「く」表示“腐烂”。以“く＋さ行假名”“く＋た行假名”为代表,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くさい「臭い」 ②（形）：臭的，难闻的,"解 与「くそ」同源。
例 この部へ 屋や は臭くさ い。/这个房间很臭。"
く,35 「く」表示“腐烂”。以“く＋さ行假名”“く＋た行假名”为代表,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くさる「腐る」 ②（自五）：腐烂；腐朽,"解 くさ→腐烂→臭。腐烂的东西很臭。
例 腐くさ ったリンゴを食た べるな。/不要吃腐烂的苹果。"
く,36 「く」表示“破碎”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くちる「朽ちる」 ②（自一）：腐坏，腐朽；衰败，衰亡,"解 く→腐烂。
例 周しゅう 恩おん 来らい 総そう 理り の名な は永えい 遠えん に朽く ちることはない。/周恩来总理永垂不朽。
解析 腐烂和破碎都是物体变小进而消失的过程。"
く,36 「く」表示“破碎”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くず「屑」 ①（名）：碎块，碎屑；废物；废品,"解 く→破碎。物体破碎后会变成碎块。
例 紙かみ 屑くず を捨す てる/把纸屑扔掉"
く,36 「く」表示“破碎”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くずれる「崩れる」 ③（自一）：崩塌，崩裂，倒塌,"解 与「屑くず 」同源，物体倒塌后会碎成小块。
例 地じ 震しん で建物たてもの が崩くず れた。/建筑物因地震倒塌了。"
く,36 「く」表示“破碎”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くずす「崩す」 ②（他五）：拆；拆毁；粉碎,"解 「崩くず れる」的他动词。
例 ビルを崩くず して公こう 園えん を作つく る。/拆掉大楼建公园。"
く,36 「く」表示“破碎”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くだく「砕く」 ②（他五）：打碎；弄碎；粉碎,"解 く→破碎。
例 工こう 具ぐ で岩いわ を砕くだ く。/用工具粉碎岩石。"
く,37 「くる」表示“旋转”,熟词联想 くそ「糞」： 粪便；该死的，臭（多用于脏话）,▶ くだける「砕ける」 ③（自一）：破碎，粉碎；容易理解,"解 「砕くだ く」的自动词。本义为“粉碎”。把复杂的事物掰开揉碎后更容易理解，所以又引申出了“容易理解”之意。
例 夢ゆめ が砕くだ けた。/梦想破灭了。
砕くだ けて言い うと/用通俗的话来说
解析 类似于汉语的“轱辘轱辘”。"
